idx,bytes,buffer_size,time
2060,4096,15,1682322430475
2061,4096,536,1682322430476
2062,4096,35,1682322430476
2063,4096,119,1682322430477
2064,4096,121,1682322430477
2065,4096,15,1682322430512
2066,4096,882,1682322430512
2067,4096,26,1682322430513
2068,4096,55,1682322430513
2069,4096,337,1682322430513
2070,4096,15,1682322430549
2071,4096,16,1682322430549
2072,4096,42,1682322430550
2073,4096,464,1682322430550
2074,4096,195,1682322430550
2075,4096,15,1682322430581
2076,4096,129,1682322430581
2077,4096,109,1682322430582
2078,4096,159,1682322430582
2079,4096,145,1682322430582
2080,4096,15,1682322430612
2081,4096,34,1682322430613
2082,4096,20,1682322430613
2083,4096,116,1682322430613
2084,4096,126,1682322430614
2085,4096,15,1682322430643
2086,4096,282,1682322430643
2087,4096,77,1682322430644
2088,4096,251,1682322430644
2089,4096,107,1682322430644
2090,4096,15,1682322430679
2091,4096,1008,1682322430680
2092,4096,548,1682322430680
2093,4096,293,1682322430681
2094,4096,293,1682322430681
2095,4096,15,1682322430716
2096,4096,623,1682322430717
2097,4096,60,1682322430717
2098,4096,112,1682322430717
2099,4096,392,1682322430718
2100,4096,15,1682322430740
2101,4096,394,1682322430741
2102,4096,217,1682322430741
2103,4096,434,1682322430741
2104,4096,254,1682322430741
2105,4096,15,1682322430777
2106,4096,363,1682322430777
2107,4096,76,1682322430778
2108,4096,147,1682322430778
2109,4096,537,1682322430778
2110,4096,15,1682322430813
2111,4096,16,1682322430813
2112,4096,234,1682322430814
2113,4096,370,1682322430814
2114,4096,391,1682322430814
2115,4096,15,1682322430844
2116,4096,44,1682322430844
2117,4096,177,1682322430845
2118,4096,225,1682322430845
2119,4096,53,1682322430846
2120,4096,15,1682322430876
2121,4096,3,1682322430876
2122,4096,470,1682322430877
2123,4096,194,1682322430877
2124,4096,440,1682322430877
2125,4096,15,1682322430915
2126,4096,269,1682322430916
2127,4096,200,1682322430916
2128,4096,40,1682322430916
2129,4096,121,1682322430917
2130,4096,14,1682322430942
2131,4096,30,1682322430942
2132,4096,13,1682322430943
2133,4096,15,1682322430943
2134,4096,61,1682322430943
2135,4096,109,1682322430943
2136,4096,84,1682322430944
2137,4096,269,1682322430944
2138,4096,35,1682322430944
2139,4096,310,1682322430945
2140,4096,237,1682322430945
2141,4096,160,1682322430946
2142,4096,26,1682322430946
2143,4096,55,1682322430946
2144,4096,145,1682322430946
2145,4096,41,1682322430947
2146,4096,324,1682322430947
2147,4096,403,1682322430947
2148,4096,51,1682322430948
2149,4096,23,1682322430948
2150,4096,642,1682322430949
2151,4096,179,1682322430949
2152,4096,494,1682322430949
2153,4096,233,1682322430950
2154,4096,26,1682322430950
2155,4096,382,1682322430950
2156,4096,1025,1682322430951
2157,4096,53,1682322430951
2158,4096,105,1682322430951
2159,4096,999,1682322430952
2160,4096,29,1682322430952
2161,4096,66,1682322430952
2162,4096,139,1682322430953
2163,4096,1414,1682322430953
2164,4096,424,1682322430953
2165,4096,70,1682322430954
2166,4096,198,1682322430954
2167,4096,599,1682322430954
2168,4096,310,1682322430955
2169,4096,510,1682322430955
2170,4096,232,1682322430956
2171,4096,89,1682322430956
2172,4096,1414,1682322430956
2173,4096,253,1682322430957
2174,4096,32,1682322430957
2175,4096,65,1682322430957
2176,4096,1202,1682322430958
2177,4096,494,1682322430958
2178,4096,167,1682322430958
2179,4096,261,1682322430959
2180,4096,658,1682322430959
2181,4096,163,1682322430959
2182,4096,169,1682322430960
2183,4096,231,1682322430960
2184,4096,213,1682322430960
2185,4096,299,1682322430961
2186,4096,386,1682322430961
2187,4096,399,1682322430961
2188,4096,169,1682322430962
2189,4096,659,1682322430962
2190,4096,529,1682322430962
2191,4096,15,1682322430978
2192,4096,15,1682322430978
2193,4096,65,1682322430979
2194,4096,244,1682322430979
2195,4096,120,1682322430980
2196,4096,15,1682322431016
2197,4096,15,1682322431016
2198,4096,20,1682322431016
2199,4096,206,1682322431017
2200,4096,123,1682322431017
2201,4096,123,1682322431017
2202,4096,15,1682322431045
2203,4096,15,1682322431045
2204,4096,203,1682322431045
2205,4096,95,1682322431046
2206,4096,442,1682322431046
2207,4096,442,1682322431047
2208,4096,15,1682322431082
2209,4096,15,1682322431082
2210,4096,30,1682322431082
2211,4096,32,1682322431083
2212,4096,69,1682322431083
2213,4096,15,1682322431119
2214,4096,15,1682322431119
2215,4096,213,1682322431120
2216,4096,199,1682322431120
2217,4096,26,1682322431120
2218,4096,15,1682322431140
2219,4096,15,1682322431141
2220,4096,663,1682322431141
2221,4096,108,1682322431142
2222,4096,258,1682322431142
2223,4096,15,1682322431178
2224,4096,15,1682322431178
2225,4096,368,1682322431179
2226,4096,244,1682322431179
2227,4096,908,1682322431179
2228,4096,15,1682322431216
2229,4096,16,1682322431216
2230,4096,145,1682322431217
2231,4096,235,1682322431217
2232,4096,241,1682322431218
2233,4096,15,1682322431249
2234,4096,176,1682322431249
2235,4096,36,1682322431249
2236,4096,143,1682322431250
2237,4096,43,1682322431250
2238,4096,15,1682322431281
2239,4096,227,1682322431281
2240,4096,53,1682322431281
2241,4096,34,1682322431282
2242,4096,18,1682322431282
2243,4096,15,1682322431318
2244,4096,113,1682322431319
2245,4096,284,1682322431319
2246,4096,482,1682322431319
2247,4096,23,1682322431319
2248,4096,15,1682322431341
2249,4096,53,1682322431342
2250,4096,53,1682322431342
2251,4096,58,1682322431343
2252,4096,115,1682322431343
2253,4096,15,1682322431378
2254,4096,23,1682322431378
2255,4096,1136,1682322431379
2256,4096,70,1682322431379
2257,4096,337,1682322431380
2258,4096,15,1682322431417
2259,4096,34,1682322431417
2260,4096,21,1682322431417
2261,4096,469,1682322431418
2262,4096,15,1682322431418
2263,4096,15,1682322431440
2264,4096,37,1682322431440
2265,4096,75,1682322431441
2266,4096,51,1682322431441
2267,4096,369,1682322431441
2268,4096,15,1682322431477
2269,4096,16,1682322431478
2270,4096,610,1682322431478
2271,4096,53,1682322431478
2272,4096,217,1682322431479
2273,4096,15,1682322431521
2274,4096,377,1682322431522
2275,4096,367,1682322431522
2276,4096,177,1682322431522
2277,4096,43,1682322431523
2278,4096,15,1682322431545
2279,4096,37,1682322431545
2280,4096,133,1682322431546
2281,4096,116,1682322431546
2282,4096,281,1682322431546
2283,4096,15,1682322431577
2284,4096,250,1682322431577
2285,4096,993,1682322431578
2286,4096,292,1682322431578
2287,4096,83,1682322431578
2288,4096,15,1682322431618
2289,4096,26,1682322431619
2290,4096,88,1682322431619
2291,4096,40,1682322431620
2292,4096,45,1682322431620
2293,4096,15,1682322431640
2294,4096,207,1682322431641
2295,4096,40,1682322431641
2296,4096,452,1682322431642
2297,4096,452,1682322431642
2298,4096,15,1682322431682
2299,4096,265,1682322431683
2300,4096,154,1682322431683
2301,4096,269,1682322431683
2302,4096,74,1682322431684
2303,4096,15,1682322431722
2304,4096,173,1682322431722
2305,4096,188,1682322431723
2306,4096,352,1682322431723
2307,4096,352,1682322431723
2308,4096,15,1682322431744
2309,4096,16,1682322431745
2310,4096,414,1682322431745
2311,4096,166,1682322431745
2312,4096,117,1682322431746
2313,4096,15,1682322431776
2314,4096,179,1682322431776
2315,4096,1038,1682322431776
2316,4096,53,1682322431777
2317,4096,391,1682322431777
2318,4096,15,1682322431818
2319,4096,103,1682322431818
2320,4096,131,1682322431819
2321,4096,66,1682322431819
2322,4096,66,1682322431819
2323,4096,15,1682322431841
2324,4096,531,1682322431842
2325,4096,47,1682322431842
2326,4096,23,1682322431843
2327,4096,572,1682322431843
2328,4096,15,1682322431878
2329,4096,227,1682322431879
2330,4096,246,1682322431879
2331,4096,100,1682322431879
2332,4096,146,1682322431880
2333,4096,15,1682322431919
2334,4096,328,1682322431919
2335,4096,948,1682322431920
2336,4096,169,1682322431920
2337,4096,667,1682322431920
2338,4096,15,1682322431948
2339,4096,193,1682322431948
2340,4096,475,1682322431949
2341,4096,42,1682322431949
2342,4096,15,1682322431979
2343,4096,68,1682322431980
2344,4096,346,1682322431980
2345,4096,687,1682322431980
2346,4096,687,1682322431981
2347,4096,15,1682322432016
2348,4096,16,1682322432016
2349,4096,18,1682322432016
2350,4096,14,1682322432017
2351,4096,41,1682322432017
2352,4096,15,1682322432046
2353,4096,58,1682322432046
2354,4096,66,1682322432046
2355,4096,326,1682322432047
2356,4096,326,1682322432047
2357,4096,15,1682322432078
2358,4096,279,1682322432078
2359,4096,349,1682322432079
2360,4096,102,1682322432079
2361,4096,1086,1682322432079
2362,4096,15,1682322432116
2363,4096,72,1682322432116
2364,4096,430,1682322432116
2365,4096,447,1682322432117
2366,4096,447,1682322432117
2367,4096,15,1682322432147
2368,4096,150,1682322432147
2369,4096,643,1682322432148
2370,4096,294,1682322432148
2371,4096,294,1682322432148
2372,4096,15,1682322432178
2373,4096,737,1682322432178
2374,4096,232,1682322432179
2375,4096,393,1682322432179
2376,4096,93,1682322432179
2377,4096,3,1682322432215
2378,4096,255,1682322432215
2379,4096,139,1682322432215
2380,4096,308,1682322432215
2381,4096,57,1682322432216
2382,4096,15,1682322432246
2383,4096,362,1682322432246
2384,4096,1303,1682322432246
2385,4096,161,1682322432247
2386,4096,325,1682322432247
2387,4096,15,1682322432277
2388,4096,16,1682322432277
2389,4096,290,1682322432278
2390,4096,819,1682322432278
2391,4096,182,1682322432279
2392,4096,15,1682322432311
2393,4096,126,1682322432312
2394,4096,190,1682322432312
2395,4096,148,1682322432313
2396,4096,137,1682322432313
2397,4096,15,1682322432351
2398,4096,229,1682322432351
2399,4096,140,1682322432352
2400,4096,334,1682322432352
2401,4096,334,1682322432353
2402,4096,15,1682322432378
2403,4096,234,1682322432378
2404,4096,568,1682322432378
2405,4096,1056,1682322432379
2406,4096,77,1682322432379
2407,4096,15,1682322432409
2408,4096,76,1682322432409
2409,4096,229,1682322432410
2410,4096,431,1682322432410
2411,4096,120,1682322432411
2412,4096,15,1682322432442
2413,4096,1155,1682322432442
2414,4096,362,1682322432443
2415,4096,95,1682322432443
2416,4096,80,1682322432443
2417,4096,15,1682322432479
2418,4096,140,1682322432479
2419,4096,607,1682322432479
2420,4096,312,1682322432480
2421,4096,312,1682322432480
2422,4096,15,1682322432518
2423,4096,324,1682322432518
2424,4096,108,1682322432518
2425,4096,151,1682322432519
2426,4096,51,1682322432519
2427,4096,15,1682322432550
2428,4096,16,1682322432550
2429,4096,244,1682322432550
2430,4096,263,1682322432551
2431,4096,83,1682322432551
2432,4096,15,1682322432581
2433,4096,100,1682322432581
2434,4096,143,1682322432582
2435,4096,232,1682322432582
2436,4096,150,1682322432582
2437,4096,15,1682322432613
2438,4096,244,1682322432613
2439,4096,92,1682322432613
2440,4096,319,1682322432613
2441,4096,196,1682322432614
2442,4096,15,1682322432649
2443,4096,192,1682322432649
2444,4096,30,1682322432650
2445,4096,104,1682322432650
2446,4096,217,1682322432650
2447,4096,15,1682322432675
2448,4096,278,1682322432675
2449,4096,422,1682322432676
2450,4096,423,1682322432676
2451,4096,423,1682322432676
2452,4096,15,1682322432712
2453,4096,76,1682322432713
2454,4096,84,1682322432713
2455,4096,395,1682322432713
2456,4096,1131,1682322432714
2457,4096,15,1682322432749
2458,4096,155,1682322432750
2459,4096,1229,1682322432750
2460,4096,35,1682322432750
2461,4096,261,1682322432751
2462,4096,15,1682322432775
2463,4096,58,1682322432776
2464,4096,57,1682322432776
2465,4096,411,1682322432777
2466,4096,411,1682322432777
2467,4096,15,1682322432813
2468,4096,16,1682322432813
2469,4096,91,1682322432814
2470,4096,149,1682322432814
2471,4096,263,1682322432814
2472,4096,15,1682322432846
2473,4096,491,1682322432846
2474,4096,207,1682322432846
2475,4096,750,1682322432847
2476,4096,750,1682322432847
2477,4096,15,1682322432882
2478,4096,329,1682322432883
2479,4096,180,1682322432883
2480,4096,38,1682322432884
2481,4096,144,1682322432884
2482,4096,15,1682322432914
2483,4096,770,1682322432914
2484,4096,20,1682322432914
2485,4096,538,1682322432915
2486,4096,194,1682322432915
2487,4096,14,1682322432946
2488,4096,30,1682322432946
2489,4096,13,1682322432947
2490,4096,15,1682322432947
2491,4096,192,1682322432948
2492,4096,537,1682322432948
2493,4096,142,1682322432948
2494,4096,20,1682322432949
2495,4096,251,1682322432949
2496,4096,256,1682322432949
2497,4096,398,1682322432950
2498,4096,338,1682322432950
2499,4096,438,1682322432950
2500,4096,393,1682322432951
2501,4096,256,1682322432951
2502,4096,243,1682322432951
2503,4096,120,1682322432952
2504,4096,260,1682322432952
2505,4096,117,1682322432952
2506,4096,56,1682322432953
2507,4096,56,1682322432953
2508,4096,129,1682322432953
2509,4096,714,1682322432954
2510,4096,285,1682322432954
2511,4096,870,1682322432954
2512,4096,841,1682322432955
2513,4096,915,1682322432955
2514,4096,30,1682322432956
2515,4096,272,1682322432956
2516,4096,242,1682322432956
2517,4096,650,1682322432957
2518,4096,38,1682322432957
2519,4096,45,1682322432957
2520,4096,78,1682322432958
2521,4096,136,1682322432958
2522,4096,321,1682322432958
2523,4096,263,1682322432959
2524,4096,124,1682322432959
2525,4096,1094,1682322432959
2526,4096,190,1682322432960
2527,4096,111,1682322432960
2528,4096,88,1682322432960
2529,4096,445,1682322432961
2530,4096,104,1682322432962
2531,4096,721,1682322432962
2532,4096,206,1682322432963
2533,4096,35,1682322432963
2534,4096,313,1682322432964
2535,4096,137,1682322432964
2536,4096,215,1682322432964
2537,4096,55,1682322432965
2538,4096,520,1682322432965
2539,4096,33,1682322432965
2540,4096,153,1682322432966
2541,4096,323,1682322432966
2542,4096,577,1682322432966
2543,4096,207,1682322432967
2544,4096,353,1682322432967
2545,4096,228,1682322432967
2546,4096,235,1682322432968
2547,4096,58,1682322432969
2548,4096,15,1682322432979
2549,4096,15,1682322432980
2550,4096,420,1682322432980
2551,4096,114,1682322432981
2552,4096,315,1682322432981
2553,4096,15,1682322433011
2554,4096,15,1682322433011
2555,4096,76,1682322433011
2556,4096,47,1682322433012
2557,4096,543,1682322433012
2558,4096,15,1682322433044
2559,4096,15,1682322433044
2560,4096,16,1682322433044
2561,4096,1100,1682322433044
2562,4096,126,1682322433045
2563,4096,767,1682322433045
2564,4096,15,1682322433075
2565,4096,15,1682322433076
2566,4096,715,1682322433076
2567,4096,266,1682322433076
2568,4096,168,1682322433077
2569,4096,15,1682322433112
2570,4096,15,1682322433112
2571,4096,331,1682322433113
2572,4096,613,1682322433113
2573,4096,253,1682322433113
2574,4096,15,1682322433150
2575,4096,15,1682322433151
2576,4096,219,1682322433151
2577,4096,60,1682322433152
2578,4096,226,1682322433152
2579,4096,15,1682322433182
2580,4096,15,1682322433182
2581,4096,489,1682322433183
2582,4096,174,1682322433183
2583,4096,984,1682322433183
2584,4096,15,1682322433213
2585,4096,16,1682322433214
2586,4096,308,1682322433214
2587,4096,145,1682322433214
2588,4096,90,1682322433214
2589,4096,15,1682322433245
2590,4096,258,1682322433245
2591,4096,95,1682322433245
2592,4096,47,1682322433245
2593,4096,152,1682322433246
2594,4096,15,1682322433272
2595,4096,111,1682322433273
2596,4096,295,1682322433273
2597,4096,522,1682322433274
2598,4096,77,1682322433274
2599,4096,15,1682322433309
2600,4096,90,1682322433310
2601,4096,185,1682322433310
2602,4096,176,1682322433310
2603,4096,37,1682322433311
2604,4096,15,1682322433346
2605,4096,860,1682322433347
2606,4096,330,1682322433347
2607,4096,435,1682322433347
2608,4096,358,1682322433348
2609,4096,15,1682322433379
2610,4096,91,1682322433379
2611,4096,280,1682322433379
2612,4096,189,1682322433380
2613,4096,201,1682322433380
2614,4096,15,1682322433415
2615,4096,130,1682322433415
2616,4096,204,1682322433416
2617,4096,594,1682322433416
2618,4096,304,1682322433416
2619,4096,15,1682322433447
2620,4096,47,1682322433447
2621,4096,709,1682322433447
2622,4096,880,1682322433448
2623,4096,98,1682322433448
2624,4096,15,1682322433479
2625,4096,16,1682322433479
2626,4096,465,1682322433480
2627,4096,197,1682322433480
2628,4096,278,1682322433480
2629,4096,15,1682322433510
2630,4096,242,1682322433510
2631,4096,134,1682322433511
2632,4096,81,1682322433511
2633,4096,3,1682322433512
2634,4096,15,1682322433547
2635,4096,693,1682322433547
2636,4096,880,1682322433548
2637,4096,828,1682322433548
2638,4096,828,1682322433548
2639,4096,15,1682322433578
2640,4096,639,1682322433579
2641,4096,405,1682322433579
2642,4096,194,1682322433579
2643,4096,80,1682322433579
2644,4096,15,1682322433615
2645,4096,59,1682322433615
2646,4096,80,1682322433615
2647,4096,97,1682322433616
2648,4096,36,1682322433616
2649,4096,15,1682322433651
2650,4096,472,1682322433651
2651,4096,42,1682322433652
2652,4096,22,1682322433652
2653,4096,45,1682322433652
2654,4096,15,1682322433678
2655,4096,658,1682322433679
2656,4096,403,1682322433679
2657,4096,133,1682322433679
2658,4096,396,1682322433679
2659,4096,15,1682322433714
2660,4096,757,1682322433715
2661,4096,91,1682322433715
2662,4096,619,1682322433715
2663,4096,132,1682322433716
2664,4096,15,1682322433751
2665,4096,16,1682322433751
2666,4096,806,1682322433752
2667,4096,522,1682322433752
2668,4096,144,1682322433752
2669,4096,15,1682322433777
2670,4096,122,1682322433777
2671,4096,203,1682322433778
2672,4096,21,1682322433778
2673,4096,751,1682322433779
2674,4096,6,1682322433809
2675,4096,6,1682322433809
2676,4096,6,1682322433809
2677,4096,6,1682322433810
2678,4096,6,1682322433810
2679,4096,15,1682322433851
2680,4096,57,1682322433852
2681,4096,1252,1682322433852
2682,4096,196,1682322433852
2683,4096,196,1682322433853
2684,4096,15,1682322433878
2685,4096,90,1682322433878
2686,4096,261,1682322433878
2687,4096,237,1682322433879
2688,4096,237,1682322433879
2689,4096,15,1682322433915
2690,4096,322,1682322433915
2691,4096,36,1682322433915
2692,4096,69,1682322433916
2693,4096,347,1682322433916
2694,4096,15,1682322433947
2695,4096,167,1682322433947
2696,4096,97,1682322433948
2697,4096,396,1682322433948
2698,4096,396,1682322433949
2699,4096,15,1682322433979
2700,4096,32,1682322433979
2701,4096,144,1682322433980
2702,4096,356,1682322433980
2703,4096,189,1682322433980
2704,4096,15,1682322434011
2705,4096,16,1682322434012
2706,4096,123,1682322434012
2707,4096,70,1682322434012
2708,4096,17,1682322434013
2709,4096,15,1682322434045
2710,4096,24,1682322434046
2711,4096,79,1682322434046
2712,4096,90,1682322434046
2713,4096,40,1682322434046
2714,4096,15,1682322434077
2715,4096,600,1682322434078
2716,4096,57,1682322434078
2717,4096,310,1682322434078
2718,4096,310,1682322434078
2719,4096,15,1682322434113
2720,4096,70,1682322434114
2721,4096,356,1682322434114
2722,4096,420,1682322434115
2723,4096,420,1682322434115
2724,4096,15,1682322434150
2725,4096,308,1682322434151
2726,4096,196,1682322434151
2727,4096,84,1682322434151
2728,4096,904,1682322434152
2729,4096,15,1682322434182
2730,4096,456,1682322434182
2731,4096,663,1682322434182
2732,4096,430,1682322434183
2733,4096,430,1682322434183
2734,4096,15,1682322434214
2735,4096,23,1682322434214
2736,4096,30,1682322434215
2737,4096,68,1682322434215
2738,4096,1205,1682322434215
2739,4096,15,1682322434246
2740,4096,322,1682322434246
2741,4096,154,1682322434246
2742,4096,235,1682322434246
2743,4096,59,1682322434247
2744,4096,15,1682322434277
2745,4096,16,1682322434277
2746,4096,468,1682322434277
2747,4096,297,1682322434278
2748,4096,297,1682322434278
2749,4096,15,1682322434314
2750,4096,770,1682322434314
2751,4096,196,1682322434314
2752,4096,39,1682322434314
2753,4096,88,1682322434315
2754,4096,15,1682322434347
2755,4096,198,1682322434348
2756,4096,397,1682322434348
2757,4096,564,1682322434348
2758,4096,116,1682322434348
2759,4096,15,1682322434373
2760,4096,286,1682322434374
2761,4096,37,1682322434374
2762,4096,118,1682322434375
2763,4096,230,1682322434375
2764,4096,15,1682322434417
2765,4096,28,1682322434417
2766,4096,120,1682322434417
2767,4096,80,1682322434418
2768,4096,15,1682322434450
2769,4096,547,1682322434450
2770,4096,193,1682322434451
2771,4096,51,1682322434451
2772,4096,710,1682322434451
2773,4096,15,1682322434481
2774,4096,232,1682322434482
2775,4096,149,1682322434482
2776,4096,263,1682322434482
2777,4096,71,1682322434483
2778,4096,15,1682322434509
2779,4096,315,1682322434509
2780,4096,191,1682322434510
2781,4096,18,1682322434510
2782,4096,124,1682322434511
2783,4096,15,1682322434551
2784,4096,16,1682322434552
2785,4096,261,1682322434552
2786,4096,353,1682322434552
2787,4096,158,1682322434553
2788,4096,15,1682322434579
2789,4096,867,1682322434580
2790,4096,159,1682322434580
2791,4096,77,1682322434581
2792,4096,64,1682322434581
2793,4096,15,1682322434617
2794,4096,216,1682322434617
2795,4096,377,1682322434617
2796,4096,90,1682322434618
2797,4096,58,1682322434618
2798,4096,15,1682322434651
2799,4096,444,1682322434652
2800,4096,25,1682322434652
2801,4096,57,1682322434652
2802,4096,53,1682322434652
2803,4096,15,1682322434677
2804,4096,227,1682322434677
2805,4096,133,1682322434678
2806,4096,134,1682322434678
2807,4096,180,1682322434678
2808,4096,15,1682322434714
2809,4096,303,1682322434714
2810,4096,54,1682322434714
2811,4096,481,1682322434715
2812,4096,48,1682322434715
2813,4096,15,1682322434752
2814,4096,30,1682322434752
2815,4096,407,1682322434753
2816,4096,76,1682322434753
2817,4096,89,1682322434753
2818,4096,15,1682322434775
2819,4096,274,1682322434775
2820,4096,430,1682322434775
2821,4096,19,1682322434776
2822,4096,98,1682322434776
2823,4096,15,1682322434816
2824,4096,16,1682322434817
2825,4096,557,1682322434817
2826,4096,15,1682322434817
2827,4096,16,1682322434818
2828,4096,15,1682322434849
2829,4096,902,1682322434849
2830,4096,118,1682322434849
2831,4096,177,1682322434850
2832,4096,518,1682322434850
2833,4096,15,1682322434875
2834,4096,119,1682322434875
2835,4096,149,1682322434876
2836,4096,889,1682322434876
2837,4096,889,1682322434876
2838,4096,15,1682322434912
2839,4096,160,1682322434912
2840,4096,214,1682322434912
2841,4096,156,1682322434913
2842,4096,865,1682322434913
2843,4096,14,1682322434950
2844,4096,30,1682322434950
2845,4096,13,1682322434951
2846,4096,15,1682322434951
2847,4096,49,1682322434951
2848,4096,91,1682322434952
2849,4096,33,1682322434952
2850,4096,501,1682322434953
2851,4096,161,1682322434953
2852,4096,159,1682322434953
2853,4096,337,1682322434953
2854,4096,81,1682322434954
2855,4096,22,1682322434954
2856,4096,79,1682322434955
2857,4096,250,1682322434955
2858,4096,20,1682322434955
2859,4096,116,1682322434956
2860,4096,318,1682322434956
2861,4096,165,1682322434956
2862,4096,100,1682322434957
2863,4096,37,1682322434957
2864,4096,14,1682322434957
2865,4096,265,1682322434958
2866,4096,606,1682322434958
2867,4096,669,1682322434958
2868,4096,67,1682322434959
2869,4096,214,1682322434959
2870,4096,612,1682322434959
2871,4096,44,1682322434960
2872,4096,321,1682322434960
2873,4096,145,1682322434960
2874,4096,439,1682322434961
2875,4096,50,1682322434961
2876,4096,47,1682322434961
2877,4096,174,1682322434962
2878,4096,94,1682322434962
2879,4096,695,1682322434962
2880,4096,733,1682322434963
2881,4096,574,1682322434963
2882,4096,221,1682322434963
2883,4096,787,1682322434964
2884,4096,52,1682322434964
2885,4096,169,1682322434964
2886,4096,135,1682322434965
2887,4096,600,1682322434965
2888,4096,781,1682322434965
2889,4096,3,1682322434966
2890,4096,258,1682322434966
2891,4096,189,1682322434967
2892,4096,104,1682322434967
2893,4096,19,1682322434967
2894,4096,117,1682322434968
2895,4096,316,1682322434968
2896,4096,125,1682322434968
2897,4096,600,1682322434969
2898,4096,118,1682322434969
2899,4096,128,1682322434969
2900,4096,195,1682322434970
2901,4096,597,1682322434970
2902,4096,329,1682322434970
2903,4096,451,1682322434971
2904,4096,15,1682322434980
2905,4096,15,1682322434981
2906,4096,136,1682322434981
2907,4096,295,1682322434981
2908,4096,359,1682322434982
2909,4096,15,1682322435011
2910,4096,15,1682322435012
2911,4096,460,1682322435012
2912,4096,134,1682322435012
2913,4096,133,1682322435013
2914,4096,15,1682322435052
2915,4096,15,1682322435053
2916,4096,42,1682322435053
2917,4096,297,1682322435053
2918,4096,206,1682322435054
2919,4096,206,1682322435054
2920,4096,15,1682322435079
2921,4096,15,1682322435079
2922,4096,924,1682322435079
2923,4096,223,1682322435080
2924,4096,167,1682322435080
2925,4096,15,1682322435111
2926,4096,15,1682322435112
2927,4096,153,1682322435112
2928,4096,442,1682322435112
2929,4096,111,1682322435113
2930,4096,15,1682322435150
2931,4096,15,1682322435150
2932,4096,56,1682322435150
2933,4096,1071,1682322435151
2934,4096,538,1682322435151
2935,4096,15,1682322435176
2936,4096,15,1682322435176
2937,4096,445,1682322435177
2938,4096,61,1682322435177
2939,4096,100,1682322435177
2940,4096,15,1682322435212
2941,4096,16,1682322435213
2942,4096,814,1682322435213
2943,4096,132,1682322435214
2944,4096,47,1682322435214
2945,4096,15,1682322435245
2946,4096,269,1682322435245
2947,4096,120,1682322435245
2948,4096,443,1682322435246
2949,4096,597,1682322435246
2950,4096,15,1682322435276
2951,4096,52,1682322435277
2952,4096,266,1682322435277
2953,4096,122,1682322435277
2954,4096,1126,1682322435278
2955,4096,15,1682322435313
2956,4096,392,1682322435313
2957,4096,369,1682322435314
2958,4096,285,1682322435314
2959,4096,709,1682322435314
2960,4096,15,1682322435345
2961,4096,144,1682322435345
2962,4096,106,1682322435345
2963,4096,521,1682322435346
2964,4096,32,1682322435346
2965,4096,15,1682322435376
2966,4096,342,1682322435376
2967,4096,73,1682322435377
2968,4096,205,1682322435377
2969,4096,60,1682322435377
2970,4096,15,1682322435408
2971,4096,89,1682322435409
2972,4096,36,1682322435409
2973,4096,260,1682322435409
2974,4096,260,1682322435410
2975,4096,15,1682322435446
2976,4096,25,1682322435447
2977,4096,811,1682322435447
2978,4096,572,1682322435447
2979,4096,184,1682322435448
2980,4096,15,1682322435478
2981,4096,16,1682322435478
2982,4096,292,1682322435478
2983,4096,52,1682322435479
2984,4096,52,1682322435479
2985,4096,15,1682322435514
2986,4096,724,1682322435514
2987,4096,53,1682322435515
2988,4096,340,1682322435515
2989,4096,340,1682322435515
2990,4096,15,1682322435546
2991,4096,116,1682322435546
2992,4096,213,1682322435546
2993,4096,1019,1682322435547
2994,4096,86,1682322435547
2995,4096,15,1682322435577
2996,4096,341,1682322435577
2997,4096,207,1682322435578
2998,4096,284,1682322435578
2999,4096,146,1682322435578
